spectrum_lambda,seed,method,noise_bin,sigma,n,score_error,unweighted_score_error,reference_error,relative_to_gaussian,dsm_pixel_mean,frequency_band_0,frequency_band_1,frequency_band_2,frequency_band_3
1.0,42,fourier_gate_s1p5_p4_linear_sigma,0,0.5,1024,0.06303469851735086,0.2521387940694034,0.25451124087094984,0.2476696050895161,0.4451541649028482,0.07202085825694306,0.08879245479704462,0.056581442933158095,0.036629786371739054
1.0,42,fourier_gate_s1p5_p4_linear_sigma,1,0.625,1024,0.0754750791731404,0.19321620268323944,0.245662157011717,0.30723119951088185,0.3780220643661656,0.10506919147713323,0.11343322736449322,0.062161619540193634,0.041848045277427116
1.0,42,fourier_gate_s1p5_p4_linear_sigma,2,0.75,1024,0.08696021890219965,0.1545959447150216,0.2272133861828322,0.3827248929436984,0.329547956561127,0.13821383834604312,0.13198996827977533,0.06827983204280998,0.04900344845317982
1.0,42,fourier_gate_s1p5_p4_linear_sigma,3,0.800000011920929,1024,0.09129562870661312,0.1426494156027991,0.22092399094548656,0.4132445205063333,0.31914841297807417,0.15467150489113735,0.14545155876428373,0.06775779494307603,0.048730304941603096
1.0,42,fourier_gate_s1p5_p4_linear_sigma,4,0.875,1024,0.0970145173169239,0.12671283894455365,0.20802849885256244,0.46635205201226637,0.2978837194292887,0.1783153388470534,0.15254455418802657,0.07173608588270022,0.048623625225292226
1.0,42,fourier_gate_s1p5_p4_linear_sigma,5,1.0,1024,0.10218469851740755,0.10218469851740755,0.18866346927700323,0.5416241888745081,0.27325200536334016,0.2062252145370062,0.16411275452438898,0.07247237410001339,0.0465366489598193
1.0,42,fourier_gate_s1p5_p4_linear_sigma,6,1.125,1024,0.10375651978392045,0.08198046007618406,0.16656224675733286,0.6229293960898891,0.25606644000666934,0.222274637258106,0.16923937752139412,0.07114541760186203,0.044696649008307145
1.0,42,fourier_gate_s1p5_p4_linear_sigma,7,1.25,1024,0.09962527942229375,0.06376017883026801,0.14418740701494248,0.6909429990094027,0.23561461420198848,0.2263438420304237,0.1600591990165105,0.06797499498249283,0.04135573991175098
1.0,42,fourier_gate_s1p5_p4_linear_sigma,8,1.375,1024,0.09044714672446298,0.04783981314351761,0.12185080469494965,0.7422777957921172,0.22323494546512532,0.22274241324115077,0.14639828879611347,0.059423007638240946,0.0346833826357633
1.0,42,fourier_gate_s1p5_p4_linear_sigma,9,1.5,1024,0.08311486406309203,0.036939939583596454,0.10209634070744247,0.8140826937300137,0.2121912075473556,0.20945678773393692,0.13551887242704339,0.0535896256065792,0.03130201465686874
1.0,42,fourier_gate_s1p5_p4_linear_sigma,10,1.625,1024,0.07029545506162876,0.026620764047007344,0.08421561102624589,0.8347081283982029,0.19200180494101732,0.18833208322229858,0.11479166556371424,0.043996513745051355,0.02496673238684159
1.0,42,fourier_gate_s1p5_p4_linear_sigma,11,1.75,1024,0.059421160881982786,0.01940282804309642,0.06931799879163486,0.857225567930758,0.17727872666181888,0.16605214672618934,0.09690086987900368,0.036674877975958683,0.019481532618810866
1.0,42,fourier_gate_s1p5_p4_linear_sigma,12,1.875,1024,0.047099576728688544,0.013397212936160297,0.05343565402748417,0.8814260363401426,0.16319596773198858,0.13587060315361218,0.07723650682989203,0.028370584249510052,0.014959546789599099
1.0,42,fourier_gate_s1p5_p4_linear_sigma,13,2.0,1024,0.03816276926876351,0.009540692317190878,0.04298544785916096,0.8878067152819101,0.15177178478602626,0.11463937573459237,0.06376807212866431,0.022174731701528134,0.010554480290813077
1.0,42,fourier_gate_s1p5_p4_linear_sigma,14,2.125,1024,0.03145424515279492,0.006965645985394031,0.03455925081612765,0.9101541384721301,0.1404254131500392,0.0975440454133,0.053618244596997766,0.01758260269496857,0.007739006392386636
