sigma,linear_log_sigma,bounded_log_sigmoid
0.11654090081351928,0.04500535786990586,0.00042459603666310545
0.1170751544665252,0.046350114613035655,0.0004519532667149671
0.11761185727655456,0.047694871356165326,0.0004802662345456708
0.11815102047117712,0.04903962809929499,0.0005095445917051668
0.11869265532943266,0.05038438484242479,0.0005397980862391096
0.11923677318206696,0.05172914158555446,0.0005710365637143525
0.11978338541176892,0.05307389832868413,0.0006032699682559703
0.12033250345340868,0.054418655071813926,0.0006365083435958768
0.12088413879427667,0.05576341181494359,0.000670761834133202
0.12143830297432409,0.05710816855807326,0.0007060406860065913
0.12199500758640433,0.05845292530120306,0.0007423552481785006
0.12255426427651529,0.05979768204433273,0.0007797159735316603
0.12311608474404322,0.061142438787462394,0.0008181334199778672
0.1236804807420074,0.0624871955305922,0.0008576182515791941
0.12424746407730593,0.06383195227372199,0.0008981812396817816
0.12481704661096278,0.06517670901685153,0.0009398332640623686
0.12538924025837606,0.06652146575998133,0.0009825853140877172
0.12596405698956697,0.06786622250311113,0.0010264484898869811
0.12654150882943047,0.06921097924624067,0.0010714340035373018
0.12712160785798682,0.07055573598937047,0.0011175531802627306
0.12770436621063408,0.07190049273250027,0.0011648174596465219
0.12828979607840216,0.07324524947562994,0.0012132383968571302
0.1288779097082079,0.0745900062187596,0.0012628276638879503
0.12946871940311105,0.0759347629618894,0.0013135970508109578
0.13006223752257187,0.07727951970501906,0.0013655584670444303
0.13065847648270948,0.07862427644814873,0.0014187239426349438
0.1312574487565618,0.07996903319127853,0.0014731056295537207
0.13185916687434637,0.0813137899344082,0.0015287158030075404
0.13246364342372247,0.082658546677538,0.0015855668627644095
0.13307089105005437,0.08400330342066767,0.0016436713344940479
0.13368092245667615,0.08534806016379734,0.0017030418711235034
0.13429375040515718,0.08669281690692714,0.0017636912542079186
0.13490938771556907,0.08803757365005681,0.0018256323953166993
0.13552784726675415,0.08938233039318653,0.0018888783374352805
0.13614914199659453,0.09072708713631628,0.001953442256382563
0.13677328490228297,0.09207184387944593,0.00201933746224429
0.13740028904059476,0.09341660062257567,0.0020865774008225037
0.13803016752816083,0.0947613573657054,0.002155175655101228
0.13866293354174203,0.09610611410883507,0.0022251459467286174
0.13929860031850508,0.09745087085196481,0.0022965021375157225
0.13993718115629913,0.09879562759509454,0.00236925823095202
0.14057868941393417,0.10014038433822427,0.0024434283737379604
0.14122313851146048,0.10148514108135394,0.002519026857334664
0.1418705419304493,0.10282989782448373,0.002596068119530994
0.14252091321427476,0.10417465456761334,0.002674566746028118
0.14317426596839755,0.10551941131074308,0.002754537472041902
0.14383061386064916,0.10686416805387287,0.002835995183923112
0.14448997062151794,0.10820892479700255,0.0029189549207958216
0.1451523500444364,0.10955368154013222,0.003003431876214117
0.14581776598606982,0.11089843828326201,0.003089441399837308
0.14648623236660582,0.11224319502639174,0.003176998999123805
0.1471577631700459,0.11358795176952148,0.003266120341044019
0.1478323724444977,0.11493270851265108,0.0033568212538122527
0.1485100743024693,0.11627746525578088,0.0034491177286380273
0.14919088292116386,0.1176222219989106,0.0035430259214967916
0.14987481254277665,0.11896697874204028,0.0036385621549205084
0.1505618774747929,0.12031173548517002,0.003735742919808091
0.15125209209028698,0.12165649222829975,0.003834584877256001
0.1519454708282231,0.12300124897142942,0.0039351048604092205
0.1526420281937576,0.12434600571455914,0.004037319876332814
0.15334177875854202,0.12569076245768887,0.004141247107904231
0.15404473716102818,0.12703551920081854,0.00424690391572665
0.15475091810677447,0.12838027594394827,0.004354307840063566
0.1554603363687532,0.12972503268707802,0.004463476602794749
0.15617300678765983,0.1310697894302077,0.00457442810939395
0.15688894427222358,0.13241454617333742,0.004687180450928441
0.15760816379951895,0.13375930291646715,0.004801751906080665
0.15833068041527926,0.13510405965959682,0.00491816094319226
0.15905650923421152,0.13644881640272663,0.005036426222330634
0.1597856654403122,0.13779357314585627,0.00515656659737825
0.16051816428718535,0.13913832988898595,0.005278601118145099
0.16125402109836154,0.1404830866321158,0.005402549032504278
0.16199325126761807,0.14182784337524548,0.00552842978855105
0.16273587025930158,0.14317260011837515,0.005656263036785787
0.16348189360865129,0.14451735686150496,0.005786068632320673
0.16423133692212366,0.1458621136046346,0.005917866637110665
0.16498421587771958,0.14720687034776436,0.006051677322208947
0.16574054622531167,0.1485516270908941,0.0061875211700469415
0.16650034378697418,0.14989638383402376,0.00632541887673927
0.16726362445731383,0.1512411405771535,0.006465391354413906
0.1680304042038023,0.15258589732028321,0.006607459733567606
0.16880069906711026,0.1539306540634129,0.006751645365447059
0.16957452516144308,0.1552754108065426,0.006897969824455881
0.1703518986748777,0.15662016754967237,0.007046454910587713
0.17113283586970146,0.15796492429280204,0.00719712265188566
0.17191735308275222,0.15930968103593177,0.007349995306928415
0.17270546672576015,0.16065443777906155,0.007505095367343135
